Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Строительная пена
appliedenergistics2:facade:0, Кабельный фасад - Укреплённая строительная пена
appliedenergistics2:facade:0, Кабельный фасад - Чёрный пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Синий пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Коричневый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Серый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Зелёный пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Голубой пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Светло-серый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Лаймовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Сиреневый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Оранжевый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Розовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Красный пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Белый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Жёлтый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Огнеупорные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Сжатый верстак
appliedenergistics2:facade:0, Кабельный фасад - Дважды сжатый верстак
appliedenergistics2:facade:0, Кабельный фасад - Блок нейтрония
appliedenergistics2:facade:0, Кабельный фасад - Блок бесконечности
appliedenergistics2:facade:0, Кабельный фасад - Кристалическая матрица
appliedenergistics2:facade:0, Кабельный фасад - Спектральный Мох
appliedenergistics2:facade:0, Кабельный фасад - Глинистая Земля
appliedenergistics2:facade:0, Кабельный фасад - Белый Песок
appliedenergistics2:facade:0, Кабельный фасад - Белый Песчаник
appliedenergistics2:facade:0, Кабельный фасад - Сухой Песок
appliedenergistics2:facade:0, Кабельный фасад - Затвердевший Лёд
appliedenergistics2:facade:0, Кабельный фасад - Пепельный Блок
appliedenergistics2:facade:0, Кабельный фасад - Грязь
appliedenergistics2:facade:0, Кабельный фасад - Плоть
appliedenergistics2:facade:0, Кабельный фасад - Небесный Кристалл
appliedenergistics2:facade:0, Кабельный фасад - Руда Эссенции Биома
appliedenergistics2:facade:0, Кабельный фасад - Аметистовая Руда из Края
appliedenergistics2:facade:0, Кабельный фасад - Блок Аметиста
appliedenergistics2:facade:0, Кабельный фасад - Блок Улья
appliedenergistics2:facade:0, Кабельный фасад - Медовый Блок
appliedenergistics2:facade:0, Кабельный фасад - Бамбуковая Солома
appliedenergistics2:facade:0, Кабельный фасад - Кирпичи из Грязи
appliedenergistics2:facade:0, Кабельный фасад - Доски из Священного Дуба
appliedenergistics2:facade:0, Кабельный фасад - Дракониевая руда
appliedenergistics2:facade:0, Кабельный фасад - Дракониевая руда Незера
appliedenergistics2:facade:0, Кабельный фасад - Дракониевая руда Эндера
appliedenergistics2:facade:0, Кабельный фасад - Дракониевый блок
appliedenergistics2:facade:0, Кабельный фасад - Заряженный дракониевый блок
appliedenergistics2:facade:0, Кабельный фасад - Пробужденный дракониевый блок
appliedenergistics2:facade:0, Кабельный фасад - Заряженный обсидиан
appliedenergistics2:facade:0, Кабельный фасад - Dislocation Normalization Field Projector
appliedenergistics2:facade:0, Кабельный фасад - Руда истинного кварца
appliedenergistics2:facade:0, Кабельный фасад - Заряженная руда истинного кварца
appliedenergistics2:facade:0, Кабельный фасад - Блок истинного кварца
appliedenergistics2:facade:0, Кабельный фасад - Колонна истинного кварца
